856	Reborn’s Day ～月夜の出来事～	1998-05-29	http://www.getchu.com/soft.phtml?id=470&gc=gc
439	吊(つるし)	1998-06-05	http://www.getchu.com/soft.phtml?id=1590&gc=gc
452	DESIRE(デザイア) 完全版	1998-06-05	http://www.getchu.com/soft.phtml?id=144&gc=gc
89	え～んじぇる!!	1998-06-12	http://www.getchu.com/soft.phtml?id=479&gc=gc
207	キミにSteady	1998-06-12	http://www.getchu.com/soft.phtml?id=477&gc=gc
3625	Find Love	1998-06-12	http://www.getchu.com/soft.phtml?id=476&gc=gc
271	恋のフローティングマイン	1998-06-18	http://www.getchu.com/soft.phtml?id=7021&gc=gc
297	再会 ～卒業旅行’98～	1998-06-19	http://www.getchu.com/soft.phtml?id=16185&gc=gc
233	きわめて!スキャンダル!?	1998-06-19	http://www.getchu.com/soft.phtml?id=481&gc=gc
224	狂*師 ～ねらわれた制服～	1998-06-26	http://www.getchu.com/soft.phtml?id=484&gc=gc
863	凌辱 ～好きですか?～	1998-06-26	http://www.getchu.com/soft.phtml?id=962&gc=gc
